rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId
2006,2,43,2,5,2,2,2,0,57,39,2,2,2,1,6,1,0
2006,2,43,2,5,3,2,2,0,39,57,4,2,3,1,0,2,0
2007,2,43,2,6,1,2,3,1,39,57,1,1,2,5,5,0,0
2007,2,43,2,6,2,3,2,1,57,39,2,2,3,1,0,6,0
2008,2,43,2,7,1,3,3,0,57,39,1,1,2,5,6,0,0
2008,2,43,2,7,2,3,3,0,39,57,2,2,2,2,5,10,0
2008,2,43,2,7,3,3,3,0,57,39,4,2,3,1,6,1,0
2008,2,43,2,7,4,3,3,0,39,57,4,2,2,3,2,13,0
2008,2,43,2,7,5,3,3,0,57,39,4,2,1,3,5,6,0
2008,2,43,2,7,6,3,3,0,39,57,4,2,2,3,8,13,0
2008,2,43,2,7,7,3,3,0,57,39,4,1,3,1,0,3,0
2009,2,43,2,9,1,5,3,0,39,57,1,1,2,2,2,0,0
2009,2,43,2,9,2,3,5,0,57,39,2,2,2,2,3,10,0
2009,2,43,2,9,3,5,3,0,39,57,4,2,2,2,5,10,0
2009,2,43,2,9,4,3,5,0,57,39,4,2,2,1,9,1,0
2009,2,43,2,9,5,5,3,0,39,57,4,2,2,3,5,13,0
2009,2,43,2,9,6,3,5,0,57,39,4,2,2,1,8,6,0
2009,2,43,2,9,7,5,3,0,39,57,4,2,2,3,5,13,0
2009,2,43,2,9,8,3,5,0,57,39,4,2,3,1,7,6,0
2009,2,43,2,9,9,5,3,0,39,57,4,1,2,1,0,2,0
2010,2,43,2,10,1,5,4,0,39,57,1,1,2,3,5,0,0
2010,2,43,2,10,2,4,5,0,57,39,2,2,2,3,9,10,0
2010,2,43,2,10,3,5,4,0,39,57,4,1,3,1,5,1,0
2010,2,43,2,10,4,4,5,0,57,39,4,2,2,3,9,13,0
2010,2,43,2,10,5,5,4,0,39,57,4,2,2,1,0,1,0
2011,2,43,2,11,1,5,5,0,57,39,1,1,2,5,2,0,0
2011,2,43,2,11,2,5,5,0,39,57,2,1,2,3,6,10,0
2011,2,43,2,11,3,5,5,0,57,39,4,2,3,1,5,1,0
2011,2,43,2,11,4,5,5,0,39,57,4,2,2,3,8,13,0
2011,2,43,2,11,5,5,5,0,57,39,4,1,3,1,7,3,0
2011,2,43,2,11,6,5,5,0,39,57,4,1,2,3,5,13,0
2011,2,43,2,11,7,5,5,0,57,39,4,2,2,1,0,6,0
2012,2,43,2,12,1,5,6,1,57,39,1,1,2,5,2,0,0
2012,2,43,2,12,2,6,5,1,39,57,2,2,2,1,6,7,0
2012,2,43,2,12,3,5,6,1,57,39,4,2,3,1,9,2,0
2012,2,43,2,12,4,6,5,1,39,57,4,2,3,1,0,2,0
2013,2,43,2,13,1,6,6,0,39,57,1,1,1,5,1,0,0
2013,2,43,2,13,2,6,6,0,57,39,2,2,2,3,4,10,0
2013,2,43,2,13,3,6,6,0,39,57,4,1,3,1,7,1,0
2013,2,43,2,13,4,6,6,0,57,39,4,1,2,3,8,13,0
2013,2,43,2,13,5,6,6,0,39,57,4,2,2,1,0,1,0
2014,2,43,2,14,1,6,7,0,39,57,1,1,2,2,2,0,0
2014,2,43,2,14,2,7,6,0,57,39,2,2,2,3,9,10,0
2014,2,43,2,14,3,6,7,0,39,57,4,2,1,1,8,1,0
2014,2,43,2,14,4,7,6,0,57,39,4,2,2,3,9,13,0
2014,2,43,2,14,5,6,7,0,39,57,4,2,2,1,0,6,0
2015,2,43,2,15,1,8,6,1,57,39,1,1,2,5,4,0,0
2015,2,43,2,15,2,6,8,1,39,57,2,1,2,3,2,11,0
2015,2,43,2,15,3,8,6,1,57,39,4,2,2,2,9,10,0
2015,2,43,2,15,4,6,8,1,39,57,4,2,2,1,9,1,0
2015,2,43,2,15,5,8,6,1,57,39,4,2,2,3,7,13,0
2015,2,43,2,15,6,6,8,1,39,57,4,1,2,1,9,1,0
2015,2,43,2,15,7,8,6,1,57,39,4,2,3,1,9,2,0
2015,2,43,2,15,8,6,8,1,39,57,4,2,2,3,0,13,0
2016,2,43,2,17,1,6,10,0,39,57,1,1,2,5,5,0,0
2016,2,43,2,17,2,10,6,0,57,39,2,2,2,2,9,10,0
2016,2,43,2,17,3,6,10,0,39,57,4,2,2,1,7,1,0
2016,2,43,2,17,4,10,6,0,57,39,4,1,3,1,9,2,0
2016,2,43,2,17,5,6,10,0,39,57,4,0,0,0,0,0,0
2017,2,43,3,1,1,0,0,1,57,39,1,1,3,5,6,0,0
2017,2,43,3,1,2,0,0,1,39,57,2,1,2,2,5,10,0
2017,2,43,3,1,3,0,0,1,57,39,4,1,3,1,5,1,0
2017,2,43,3,1,4,0,0,1,39,57,4,2,3,1,0,2,0
2018,2,43,3,2,1,1,0,1,57,39,1,1,2,2,2,0,0
2018,2,43,3,2,2,0,1,1,39,57,2,1,2,2,9,10,0
2018,2,43,3,2,3,1,0,1,57,39,4,2,2,3,9,10,0
2018,2,43,3,2,4,0,1,1,39,57,4,2,2,1,0,1,0
2019,2,43,3,3,1,0,2,0,39,57,1,1,2,5,5,0,0
2019,2,43,3,3,2,2,0,0,57,39,2,2,2,1,6,7,0
2019,2,43,3,3,3,0,2,0,39,57,4,2,2,1,8,2,0
2019,2,43,3,3,4,2,0,0,57,39,4,1,2,1,9,2,0
2019,2,43,3,3,5,0,2,0,39,57,4,2,2,3,0,13,0
2020,2,43,3,4,1,0,3,1,39,57,1,1,2,5,5,0,0
2020,2,43,3,4,2,3,0,1,57,39,2,2,2,3,0,11,0
2021,2,43,3,5,1,3,1,1,57,39,1,1,2,3,1,0,0
2021,2,43,3,5,2,1,3,1,39,57,2,1,2,3,2,11,0
2021,2,43,3,5,3,3,1,1,57,39,4,1,2,1,5,7,0
2021,2,43,3,5,4,1,3,1,39,57,4,2,1,1,2,1,0
2021,2,43,3,5,5,3,1,1,57,39,4,2,2,3,5,13,0
2021,2,43,3,5,6,1,3,1,39,57,4,1,1,1,8,1,0
2021,2,43,3,5,7,3,1,1,57,39,4,1,3,1,7,2,0
2021,2,43,3,5,8,1,3,1,39,57,4,1,2,3,0,13,0
2022,2,43,3,6,1,4,1,0,57,39,1,1,3,4,9,0,0
2022,2,43,3,6,2,1,4,0,39,57,2,2,3,1,9,6,0
2022,2,43,3,6,3,4,1,0,57,39,4,2,3,1,6,2,0
2022,2,43,3,6,4,1,4,0,39,57,4,2,3,1,9,2,0
2022,2,43,3,6,5,4,1,0,57,39,4,2,3,1,9,2,0
2022,2,43,3,6,6,1,4,0,39,57,4,2,2,3,9,13,0
2022,2,43,3,6,7,4,1,0,57,39,4,2,3,1,9,6,0
2022,2,43,3,6,8,1,4,0,39,57,4,2,3,1,6,2,0
2022,2,43,3,6,9,4,1,0,57,39,4,2,2,3,9,13,0
2022,2,43,3,6,10,1,4,0,39,57,4,2,2,1,5,6,0
2022,2,43,3,6,11,4,1,0,57,39,4,1,3,1,0,2,0
2023,2,43,3,8,1,3,4,0,39,57,1,1,3,5,8,0,0
2023,2,43,3,8,2,4,3,0,57,39,2,2,3,1,4,6,0
2023,2,43,3,8,3,3,4,0,39,57,4,1,2,1,8,2,0
2023,2,43,3,8,4,4,3,0,57,39,4,2,2,3,9,13,0
2023,2,43,3,8,5,3,4,0,39,57,4,2,3,1,0,1,0
2024,2,43,3,9,1,5,3,1,57,39,1,1,2,2,5,0,0
2024,2,43,3,9,2,3,5,1,39,57,2,2,2,1,9,1,0
2024,2,43,3,9,3,5,3,1,57,39,4,2,2,1,9,2,0
2024,2,43,3,9,4,3,5,1,39,57,4,2,2,1,7,2,0
2024,2,43,3,9,5,5,3,1,57,39,4,1,2,3,8,13,0
2024,2,43,3,9,6,3,5,1,39,57,4,2,2,3,8,6,0
2024,2,43,3,9,7,5,3,1,57,39,4,1,3,1,7,2,0
2024,2,43,3,9,8,3,5,1,39,57,4,1,2,3,5,13,0
2024,2,43,3,9,9,5,3,1,57,39,4,2,2,3,5,13,0
2024,2,43,3,9,10,3,5,1,39,57,4,2,2,1,9,6,0
2024,2,43,3,9,11,5,3,1,57,39,4,2,2,3,4,13,0
2024,2,43,3,9,12,3,5,1,39,57,4,1,3,1,8,1,0
2024,2,43,3,9,13,5,3,1,57,39,4,2,2,3,8,13,0
2024,2,43,3,9,14,3,5,1,39,57,4,2,3,1,0,6,0
2025,2,43,3,10,1,6,3,0,57,39,1,1,2,5,2,0,0
2025,2,43,3,10,2,3,6,0,39,57,2,1,2,3,5,11,0
2025,2,43,3,10,3,6,3,0,57,39,4,2,2,2,9,10,0
2025,2,43,3,10,4,3,6,0,39,57,4,2,1,1,4,1,0
2025,2,43,3,10,5,6,3,0,57,39,4,1,3,1,0,2,0
2026,2,43,3,11,1,4,6,1,39,57,1,1,2,5,5,0,0
2026,2,43,3,11,2,6,4,1,57,39,2,2,2,2,4,10,0
2026,2,43,3,11,3,4,6,1,39,57,4,1,1,1,6,1,0
2026,2,43,3,11,4,6,4,1,57,39,4,2,3,1,0,2,0
2027,2,43,3,12,1,5,6,0,39,57,1,1,2,5,4,0,0
2027,2,43,3,12,2,6,5,0,57,39,2,1,2,2,6,10,0
2027,2,43,3,12,3,5,6,0,39,57,4,2,2,1,5,1,0
2027,2,43,3,12,4,6,5,0,57,39,4,2,3,1,9,2,0
2027,2,43,3,12,5,5,6,0,39,57,4,2,3,1,8,2,0
2027,2,43,3,12,6,6,5,0,57,39,4,2,3,1,9,2,0
2027,2,43,3,12,7,5,6,0,39,57,4,2,3,1,9,2,0
2027,2,43,3,12,8,6,5,0,57,39,4,2,3,1,4,2,0
2027,2,43,3,12,9,5,6,0,39,57,4,0,0,0,0,0,0
2028,2,43,3,13,1,7,5,1,57,39,1,1,2,5,9,0,0
2028,2,43,3,13,2,5,7,1,39,57,2,2,3,1,9,6,0
2028,2,43,3,13,3,7,5,1,57,39,4,2,2,3,5,13,0
2028,2,43,3,13,4,5,7,1,39,57,4,2,3,1,4,6,0
2028,2,43,3,13,5,7,5,1,57,39,4,1,2,1,6,2,0
2028,2,43,3,13,6,5,7,1,39,57,4,2,2,3,0,13,0
2029,2,43,3,15,1,6,8,1,39,57,1,1,3,4,5,0,0
2029,2,43,3,15,2,8,6,1,57,39,2,2,2,1,9,10,0
2029,2,43,3,15,3,6,8,1,39,57,4,1,3,1,7,3,0
2029,2,43,3,15,4,8,6,1,57,39,4,1,2,3,0,13,0
2030,2,43,3,16,1,7,8,1,39,57,1,1,2,5,5,0,0
2030,2,43,3,16,2,8,7,1,57,39,2,2,2,2,9,10,0
2030,2,43,3,16,3,7,8,1,39,57,4,2,1,1,8,1,0
2030,2,43,3,16,4,8,7,1,57,39,4,2,2,3,0,13,0
2031,2,43,3,17,1,8,8,0,57,39,1,1,2,5,5,0,0
2031,2,43,3,17,2,8,8,0,39,57,2,1,1,1,6,1,0
2031,2,43,3,17,3,8,8,0,57,39,4,2,2,3,0,13,0
2032,2,43,3,18,1,8,9,1,57,39,1,1,3,4,9,0,0
2032,2,43,3,18,2,9,8,1,39,57,2,2,3,1,5,6,0
2032,2,43,3,18,3,8,9,1,57,39,4,2,2,3,4,13,0
2032,2,43,3,18,4,9,8,1,39,57,4,1,2,1,0,1,0
2033,2,43,3,19,1,9,9,1,39,57,1,1,1,2,5,0,0
2033,2,43,3,19,2,9,9,1,57,39,2,2,2,2,9,10,0
2033,2,43,3,19,3,9,9,1,39,57,4,1,3,1,9,5,0
2033,2,43,3,19,4,9,9,1,57,39,4,2,2,3,9,13,0
2033,2,43,3,19,5,9,9,1,39,57,4,2,3,1,6,1,0
2033,2,43,3,19,6,9,9,1,57,39,4,2,2,3,0,13,0
2034,2,43,3,20,1,10,9,0,39,57,1,1,2,3,4,0,0
2034,2,43,3,20,2,9,10,0,57,39,2,2,2,2,9,10,0
2034,2,43,3,20,3,10,9,0,39,57,4,2,1,1,5,1,0
2034,2,43,3,20,4,9,10,0,57,39,4,2,2,3,8,13,0
2034,2,43,3,20,5,10,9,0,39,57,4,2,2,1,9,1,0
2034,2,43,3,20,6,9,10,0,57,39,4,2,3,1,6,2,0
2034,2,43,3,20,7,10,9,0,39,57,4,2,3,1,6,2,0
2034,2,43,3,20,8,9,10,0,57,39,4,2,3,1,9,2,0
2034,2,43,3,20,9,10,9,0,39,57,4,2,3,1,9,2,0
2034,2,43,3,20,10,9,10,0,57,39,4,2,3,1,8,2,0
2034,2,43,3,20,11,10,9,0,39,57,4,1,3,1,4,2,0
2034,2,43,3,20,12,9,10,0,57,39,4,1,2,3,7,13,0
2034,2,43,3,20,13,10,9,0,39,57,4,1,3,1,8,3,0
2034,2,43,3,20,14,9,10,0,57,39,4,2,2,3,5,13,0
2034,2,43,3,20,15,10,9,0,39,57,4,2,2,1,6,6,0
2034,2,43,3,20,16,9,10,0,57,39,4,2,2,1,6,2,0
2034,2,43,3,20,17,10,9,0,39,57,4,2,2,1,8,2,0
2034,2,43,3,20,18,9,10,0,57,39,4,2,2,1,7,2,0
2034,2,43,3,20,19,10,9,0,39,57,4,1,3,1,0,2,0
2035,2,43,3,21,1,10,10,1,57,39,1,1,2,2,5,0,0
2035,2,43,3,21,2,10,10,1,39,57,2,1,3,1,7,1,0
2035,2,43,3,21,3,10,10,1,57,39,4,1,3,1,7,2,0
2035,2,43,3,21,4,10,10,1,39,57,4,1,2,3,0,13,0
2036,2,43,3,22,1,10,11,1,39,57,1,1,2,3,5,0,0
2036,2,43,3,22,2,11,10,1,57,39,2,2,2,3,9,10,0
2036,2,43,3,22,3,10,11,1,39,57,4,1,3,1,6,5,0
2036,2,43,3,22,4,11,10,1,57,39,4,2,2,3,0,13,0
2037,2,43,3,23,1,11,11,1,57,39,1,1,3,3,9,0,0
2037,2,43,3,23,2,11,11,1,39,57,2,2,2,1,8,1,0
2037,2,43,3,23,3,11,11,1,57,39,4,2,2,1,6,2,0
2037,2,43,3,23,4,11,11,1,39,57,4,2,3,1,9,2,0
2037,2,43,3,23,5,11,11,1,57,39,4,2,3,1,9,2,0
2037,2,43,3,23,6,11,11,1,39,57,4,2,2,1,5,2,0
2037,2,43,3,23,7,11,11,1,57,39,4,2,3,1,9,2,0
2037,2,43,3,23,8,11,11,1,39,57,4,2,2,3,8,13,0
2037,2,43,3,23,9,11,11,1,57,39,4,2,2,1,7,6,0
2037,2,43,3,23,10,11,11,1,39,57,4,1,2,3,0,13,0
2038,2,43,3,24,1,11,12,0,39,57,1,1,2,5,5,0,0
2038,2,43,3,24,2,12,11,0,57,39,2,2,2,2,9,10,0
2038,2,43,3,24,3,11,12,0,39,57,4,1,3,1,0,1,0
2039,2,43,4,1,1,0,0,0,39,57,1,1,2,2,5,0,0
2039,2,43,4,1,2,0,0,0,57,39,2,2,1,1,9,1,0
2039,2,43,4,1,3,0,0,0,39,57,4,2,2,3,7,13,0
2039,2,43,4,1,4,0,0,0,57,39,4,1,3,1,6,1,0
2039,2,43,4,1,5,0,0,0,39,57,4,2,2,3,8,13,0
2039,2,43,4,1,6,0,0,0,57,39,4,1,3,1,7,1,0
2039,2,43,4,1,7,0,0,0,39,57,4,0,0,0,0,0,0
2040,2,43,4,2,1,0,1,0,39,57,1,1,2,2,5,0,0
2040,2,43,4,2,2,1,0,0,57,39,2,2,2,2,5,10,0
2040,2,43,4,2,3,0,1,0,39,57,4,2,2,3,5,10,0
2040,2,43,4,2,4,1,0,0,57,39,4,2,3,1,7,5,0
2040,2,43,4,2,5,0,1,0,39,57,4,0,0,0,0,0,0
2041,2,43,4,3,1,2,0,1,57,39,1,1,2,5,5,0,0
2041,2,43,4,3,2,0,2,1,39,57,2,2,2,1,5,4,0
2041,2,43,4,3,3,2,0,1,57,39,4,2,2,1,9,2,0
2041,2,43,4,3,4,0,2,1,39,57,4,2,3,1,0,2,0
2042,2,43,4,4,1,3,0,0,57,39,1,1,3,5,8,0,0
2042,2,43,4,4,2,0,3,0,39,57,2,2,3,3,5,10,0
2042,2,43,4,4,3,3,0,0,57,39,4,1,1,1,0,1,0
2043,2,43,4,5,1,1,3,1,39,57,1,1,2,5,5,0,0
2043,2,43,4,5,2,3,1,1,57,39,2,2,2,1,5,7,0
2043,2,43,4,5,3,1,3,1,39,57,4,2,2,1,8,2,0
2043,2,43,4,5,4,3,1,1,57,39,4,2,2,1,4,2,0
2043,2,43,4,5,5,1,3,1,39,57,4,1,3,1,7,2,0
2043,2,43,4,5,6,3,1,1,57,39,4,1,2,3,0,13,0
2044,2,43,4,6,1,2,3,0,39,57,1,1,1,2,2,0,0
2044,2,43,4,6,2,3,2,0,57,39,2,2,1,2,2,10,0
2044,2,43,4,6,3,2,3,0,39,57,4,1,2,3,2,11,0
2044,2,43,4,6,4,3,2,0,57,39,4,1,2,2,6,10,0
2044,2,43,4,6,5,2,3,0,39,57,4,2,2,1,9,1,0
2044,2,43,4,6,6,3,2,0,57,39,4,2,2,3,9,13,0
2044,2,43,4,6,7,2,3,0,39,57,4,1,3,1,4,1,0
2044,2,43,4,6,8,3,2,0,57,39,4,1,2,3,4,13,0
2044,2,43,4,6,9,2,3,0,39,57,4,1,2,3,0,13,0
2045,2,43,4,7,1,4,2,0,57,39,1,1,2,4,6,0,0
2045,2,43,4,7,2,2,4,0,39,57,2,2,3,1,5,1,0
2045,2,43,4,7,3,4,2,0,57,39,4,2,2,3,4,13,0
2045,2,43,4,7,4,2,4,0,39,57,4,1,3,1,6,1,0
2045,2,43,4,7,5,4,2,0,57,39,4,2,2,3,0,13,0
2046,2,43,4,8,1,4,3,0,57,39,1,1,2,5,2,0,0
2046,2,43,4,8,2,3,4,0,39,57,2,1,2,3,2,10,0
2046,2,43,4,8,3,4,3,0,57,39,4,1,2,1,5,7,0
2046,2,43,4,8,4,3,4,0,39,57,4,2,3,1,4,2,0
2046,2,43,4,8,5,4,3,0,57,39,4,1,2,3,0,13,0
2047,2,43,4,9,1,4,4,1,39,57,1,1,3,5,6,0,0
2047,2,43,4,9,2,4,4,1,57,39,2,2,3,1,6,6,0
2047,2,43,4,9,3,4,4,1,39,57,4,2,3,1,6,2,0
2047,2,43,4,9,4,4,4,1,57,39,4,2,3,1,8,2,0
2047,2,43,4,9,5,4,4,1,39,57,4,2,3,1,6,2,0
2047,2,43,4,9,6,4,4,1,57,39,4,2,3,1,8,2,0
2047,2,43,4,9,7,4,4,1,39,57,4,2,3,1,6,2,0
2047,2,43,4,9,8,4,4,1,57,39,4,2,3,1,0,2,0
2048,2,43,4,10,1,5,4,1,39,57,1,1,2,5,6,0,0
2048,2,43,4,10,2,4,5,1,57,39,2,2,2,3,8,10,0
2048,2,43,4,10,3,5,4,1,39,57,4,2,3,1,9,1,0
2048,2,43,4,10,4,4,5,1,57,39,4,2,1,3,6,13,0
2048,2,43,4,10,5,5,4,1,39,57,4,2,2,1,8,5,0
2048,2,43,4,10,6,4,5,1,57,39,4,2,1,3,5,13,0
2048,2,43,4,10,7,5,4,1,39,57,4,1,3,1,7,1,0
2048,2,43,4,10,8,4,5,1,57,39,4,1,2,3,0,13,0
2049,2,43,4,11,1,4,6,1,57,39,1,1,2,5,5,0,0
2049,2,43,4,11,2,6,4,1,39,57,2,1,2,3,2,11,0
2049,2,43,4,11,3,4,6,1,57,39,4,1,2,1,9,7,0
2049,2,43,4,11,4,6,4,1,39,57,4,2,3,1,6,1,0
2049,2,43,4,11,5,4,6,1,57,39,4,2,2,3,9,13,0
2049,2,43,4,11,6,6,4,1,39,57,4,2,3,1,0,5,0
2050,2,43,4,12,1,5,6,1,57,39,1,1,2,5,6,0,0
2050,2,43,4,12,2,6,5,1,39,57,2,2,2,2,5,10,0
2050,2,43,4,12,3,5,6,1,57,39,4,1,1,1,8,1,0
2050,2,43,4,12,4,6,5,1,39,57,4,2,2,3,5,13,0
2050,2,43,4,12,5,5,6,1,57,39,4,2,2,1,9,2,0
2050,2,43,4,12,6,6,5,1,39,57,4,2,2,1,6,2,0
2050,2,43,4,12,7,5,6,1,57,39,4,2,2,1,6,2,0
2050,2,43,4,12,8,6,5,1,39,57,4,2,2,1,9,2,0
2050,2,43,4,12,9,5,6,1,57,39,4,2,2,1,8,2,0
2050,2,43,4,12,10,6,5,1,39,57,4,1,2,1,8,2,0
2050,2,43,4,12,11,5,6,1,57,39,4,2,2,1,9,2,0
2050,2,43,4,12,12,6,5,1,39,57,4,2,2,1,0,2,0
2051,2,43,4,13,1,6,6,0,39,57,1,1,2,5,5,0,0
2051,2,43,4,13,2,6,6,0,57,39,2,2,2,2,9,10,0
2051,2,43,4,13,3,6,6,0,39,57,4,1,3,1,9,5,0
2051,2,43,4,13,4,6,6,0,57,39,4,2,2,3,4,13,0
2051,2,43,4,13,5,6,6,0,39,57,4,0,0,0,0,0,0
2052,2,43,4,14,1,6,7,0,39,57,1,1,1,2,2,0,0
2052,2,43,4,14,2,7,6,0,57,39,2,2,2,2,6,10,0
2052,2,43,4,14,3,6,7,0,39,57,4,2,2,1,8,1,0
2052,2,43,4,14,4,7,6,0,57,39,4,2,2,3,5,13,0
2052,2,43,4,14,5,6,7,0,39,57,4,2,3,1,0,6,0
2053,2,43,4,15,1,8,6,1,57,39,1,1,2,5,9,0,0
2053,2,43,4,15,2,6,8,1,39,57,2,2,3,1,0,6,0
2054,2,43,4,16,1,9,6,0,57,39,1,1,3,5,9,0,0
2054,2,43,4,16,2,6,9,0,39,57,2,2,2,2,8,10,0
2054,2,43,4,16,3,9,6,0,57,39,4,1,3,1,0,1,0
2055,2,43,4,17,1,7,9,0,39,57,1,1,2,3,5,0,0
2055,2,43,4,17,2,9,7,0,57,39,2,2,2,1,5,6,0
2055,2,43,4,17,3,7,9,0,39,57,4,1,3,1,7,2,0
2055,2,43,4,17,4,9,7,0,57,39,4,1,2,3,5,13,0
2055,2,43,4,17,5,7,9,0,39,57,4,1,2,1,5,1,0
2055,2,43,4,17,6,9,7,0,57,39,4,1,2,3,6,13,0
2055,2,43,4,17,7,7,9,0,39,57,4,2,1,1,6,1,0
2055,2,43,4,17,8,9,7,0,57,39,4,2,2,3,5,13,0
2055,2,43,4,17,9,7,9,0,39,57,4,2,2,1,5,1,0
2055,2,43,4,17,10,9,7,0,57,39,4,1,1,3,9,13,0
2055,2,43,4,17,11,7,9,0,39,57,4,2,3,1,0,6,0
2056,2,43,4,18,1,7,10,0,39,57,1,1,2,3,5,0,0
2056,2,43,4,18,2,10,7,0,57,39,2,2,3,1,7,6,0
2056,2,43,4,18,3,7,10,0,39,57,4,1,3,1,0,2,0
2057,2,44,1,1,1,0,0,1,58,47,1,1,2,2,1,0,0
2057,2,44,1,1,2,0,0,1,47,58,2,1,2,2,5,10,0
2057,2,44,1,1,3,0,0,1,58,47,4,2,2,2,8,10,0
2057,2,44,1,1,4,0,0,1,47,58,4,2,1,3,0,1,0
2058,2,44,1,2,1,1,0,0,58,47,1,1,2,2,1,0,0
2058,2,44,1,2,2,0,1,0,47,58,2,1,2,2,8,10,0
2058,2,44,1,2,3,1,0,0,58,47,4,2,2,2,5,10,0
2058,2,44,1,2,4,0,1,0,47,58,4,2,2,2,8,10,0
2058,2,44,1,2,5,1,0,0,58,47,4,2,2,1,9,2,0
2058,2,44,1,2,6,0,1,0,47,58,4,2,2,3,8,13,0
2058,2,44,1,2,7,1,0,0,58,47,4,1,2,1,5,1,0
2058,2,44,1,2,8,0,1,0,47,58,4,2,2,3,5,13,0
2058,2,44,1,2,9,1,0,0,58,47,4,2,2,3,5,6,0
2058,2,44,1,2,10,0,1,0,47,58,4,2,3,3,4,6,0
2058,2,44,1,2,11,1,0,0,58,47,4,1,2,3,8,13,0
2058,2,44,1,2,12,0,1,0,47,58,4,2,3,1,5,5,0
2058,2,44,1,2,13,1,0,0,58,47,4,2,2,3,0,13,0
2059,2,44,1,3,1,1,1,1,47,58,1,1,2,2,5,0,0
2059,2,44,1,3,2,1,1,1,58,47,2,1,2,3,5,7,0
2059,2,44,1,3,3,1,1,1,47,58,4,2,2,1,8,2,0
2059,2,44,1,3,4,1,1,1,58,47,4,2,2,1,5,2,0
2059,2,44,1,3,5,1,1,1,47,58,4,2,2,1,0,2,0
2059,2,44,1,3,6,1,1,1,58,47,4,0,0,0,0,0,0
2060,2,44,1,4,1,2,1,1,47,58,1,1,2,5,5,0,0
2060,2,44,1,4,2,1,2,1,58,47,2,2,2,1,5,4,0
2060,2,44,1,4,3,2,1,1,47,58,4,2,2,1,5,2,0
2060,2,44,1,4,4,1,2,1,58,47,4,2,2,1,5,2,0
2060,2,44,1,4,5,2,1,1,47,58,4,2,2,1,8,2,0
2060,2,44,1,4,6,1,2,1,58,47,4,1,2,1,5,2,0
2060,2,44,1,4,7,2,1,1,47,58,4,2,2,1,9,2,0
2060,2,44,1,4,8,1,2,1,58,47,4,0,0,0,0,0,0
2061,2,44,1,5,1,1,3,0,58,47,1,1,2,2,5,0,0
2061,2,44,1,5,2,3,1,0,47,58,2,2,2,2,5,10,0
2061,2,44,1,5,3,1,3,0,58,47,4,2,2,1,5,1,0
2061,2,44,1,5,4,3,1,0,47,58,4,2,2,3,8,13,0
2061,2,44,1,5,5,1,3,0,58,47,4,2,2,3,5,6,0
2061,2,44,1,5,6,3,1,0,47,58,4,2,2,3,7,6,0
2061,2,44,1,5,7,1,3,0,58,47,4,1,2,1,8,1,0
2061,2,44,1,5,8,3,1,0,47,58,4,2,2,1,8,2,0
2061,2,44,1,5,9,1,3,0,58,47,4,2,2,1,0,2,0
2062,2,44,1,6,1,1,4,0,58,47,1,1,2,5,5,0,0
2062,2,44,1,6,2,4,1,0,47,58,2,2,3,1,8,1,0
2062,2,44,1,6,3,1,4,0,58,47,4,2,2,3,5,6,0
2062,2,44,1,6,4,4,1,0,47,58,4,2,2,1,5,2,0
2062,2,44,1,6,5,1,4,0,58,47,4,1,3,1,7,2,0
2062,2,44,1,6,6,4,1,0,47,58,4,1,2,1,9,2,0
2062,2,44,1,6,7,1,4,0,58,47,4,0,0,0,0,0,0
2063,2,44,1,7,1,5,1,0,47,58,1,1,2,5,1,0,0
2063,2,44,1,7,2,1,5,0,58,47,2,1,2,2,2,11,0
2063,2,44,1,7,3,5,1,0,47,58,4,1,2,2,5,10,0
2063,2,44,1,7,4,1,5,0,58,47,4,1,3,1,8,5,0
2063,2,44,1,7,5,5,1,0,47,58,4,2,2,1,0,2,0
2064,2,44,1,8,1,5,2,1,47,58,1,1,2,5,5,0,0
2064,2,44,1,8,2,2,5,1,58,47,2,2,2,1,5,1,0
2064,2,44,1,8,3,5,2,1,47,58,4,2,2,3,8,6,0
2064,2,44,1,8,4,2,5,1,58,47,4,2,2,3,5,6,0
2064,2,44,1,8,5,5,2,1,47,58,4,2,2,3,9,6,0
2064,2,44,1,8,6,2,5,1,58,47,4,2,2,3,5,6,0
2064,2,44,1,8,7,5,2,1,47,58,4,2,2,3,8,6,0
2064,2,44,1,8,8,2,5,1,58,47,4,2,2,3,8,6,0
2064,2,44,1,8,9,5,2,1,47,58,4,2,2,3,6,6,0
2064,2,44,1,8,10,2,5,1,58,47,4,2,2,1,0,2,0
2066,2,44,1,10,1,2,7,0,58,47,1,1,2,5,4,0,0
2066,2,44,1,10,2,7,2,0,47,58,2,1,2,1,8,1,0
2066,2,44,1,10,3,2,7,0,58,47,4,2,2,3,3,13,0
2066,2,44,1,10,4,7,2,0,47,58,4,2,2,3,8,13,0
2066,2,44,1,10,5,2,7,0,58,47,4,2,2,3,5,6,0
2066,2,44,1,10,6,7,2,0,47,58,4,2,2,3,5,6,0
2066,2,44,1,10,7,2,7,0,58,47,4,2,2,3,5,6,0
2066,2,44,1,10,8,7,2,0,47,58,4,2,3,3,8,6,0
2066,2,44,1,10,9,2,7,0,58,47,4,2,2,3,9,6,0
